0.306439,0,0,0.263519,0.21471,0,0,0,0,0.205329,0,0,0.236423,0,0,0.165919,0,0.193262,0,0.253775,0.157612,0,0,0,0.204169,0,0,0.21491,0,0.258602,0.242283,0.192103,0,0.229749,0,0.193517,0.169099,0.243357,0,0,0.193291,0.241854,0.21076,0.147859,0.175805,0,0.206925,0,0,0.282337,0,0
0.459658,0,0,0.395278,0.322065,0,0,0,0,0.307993,0,0,0.354635,0,0,0.248879,0,0.289893,0,0.380663,0.236418,0,0,0,0.306253,0,0,0.322365,0,0.387903,0.363425,0.288154,0,0.344624,0,0.290275,0.253649,0.365035,0,0,0.289936,0.362781,0.31614,0.221788,0.263708,0,0.310388,0,0,0.423505,0,0
0.536268,0,0,0.461158,0.375742,0,0,0,0,0.359325,0,0,0.413741,0,0,0.290359,0,0.338209,0,0.444106,0.275821,0,0,0,0.357295,0,0,0.376093,0,0.452554,0.423996,0.33618,0,0.402062,0,0.338654,0.295924,0.425874,0,0,0.338259,0.423245,0.36883,0.258753,0.307659,0,0.362119,0,0,0.494089,0,0
0.574572,0,0,0.494098,0.402581,0,0,0,0,0.384991,0,0,0.443294,0,0,0.311099,0,0.362366,0,0.475828,0.295522,0,0,0,0.382816,0,0,0.402957,0,0.484879,0.454281,0.360193,0,0.43078,0,0.362844,0.317061,0.456294,0,0,0.36242,0.453476,0.395175,0.277235,0.329634,0,0.387985,0,0,0.529381,0,0
0.593725,0,0,0.510568,0.416,0,0,0,0,0.397824,0,0,0.45807,0,0,0.321469,0,0.374445,0,0.491689,0.305373,0,0,0,0.395577,0,0,0.416389,0,0.501042,0.469424,0.372199,0,0.44514,0,0.374939,0.32763,0.471503,0,0,0.374501,0.468592,0.408348,0.286476,0.340622,0,0.400918,0,0,0.547027,0,0
0.603301,0,0,0.518803,0.42271,0,0,0,0,0.404241,0,0,0.465458,0,0,0.326654,0,0.380485,0,0.49962,0.310298,0,0,0,0.401957,0,0,0.423105,0,0.509123,0.476996,0.378203,0,0.452319,0,0.380986,0.332914,0.479108,0,0,0.380541,0.47615,0.414934,0.291097,0.346116,0,0.407384,0,0,0.55585,0,0
0.608089,0,0,0.52292,0.426065,0,0,0,0,0.407449,0,0,0.469152,0,0,0.329246,0,0.383504,0,0.503585,0.312761,0,0,0,0.405147,0,0,0.426463,0,0.513164,0.480781,0.381204,0,0.455909,0,0.38401,0.335557,0.482911,0,0,0.383562,0.479929,0.418227,0.293407,0.348863,0,0.410617,0,0,0.560262,0,0
0.610483,0,0,0.524979,0.427742,0,0,0,0,0.409053,0,0,0.470999,0,0,0.330542,0,0.385014,0,0.505568,0.313992,0,0,0,0.406742,0,0,0.428142,0,0.515184,0.482674,0.382705,0,0.457704,0,0.385522,0.336878,0.484812,0,0,0.385072,0.481819,0.419874,0.294562,0.350237,0,0.412234,0,0,0.562468,0,0
0.61168,0,0,0.526008,0.428581,0,0,0,0,0.409855,0,0,0.471923,0,0,0.33119,0,0.385769,0,0.506559,0.314608,0,0,0,0.40754,0,0,0.428981,0,0.516194,0.48362,0.383456,0,0.458601,0,0.386278,0.337538,0.485763,0,0,0.385827,0.482763,0.420697,0.29514,0.350923,0,0.413042,0,0,0.56357,0,0
0.612279,0,0,0.526523,0.429,0,0,0,0,0.410256,0,0,0.472385,0,0,0.331514,0,0.386147,0,0.507055,0.314916,0,0,0,0.407939,0,0,0.429401,0,0.516699,0.484094,0.383831,0,0.45905,0,0.386655,0.337869,0.486238,0,0,0.386204,0.483236,0.421109,0.295428,0.351267,0,0.413446,0,0,0.564122,0,0
0.612578,0,0,0.52678,0.42921,0,0,0,0,0.410457,0,0,0.472616,0,0,0.331676,0,0.386335,0,0.507302,0.31507,0,0,0,0.408138,0,0,0.429611,0,0.516952,0.48433,0.384018,0,0.459275,0,0.386844,0.338034,0.486476,0,0,0.386393,0.483472,0.421314,0.295573,0.351438,0,0.413648,0,0,0.564398,0,0
0.612728,0,0,0.526909,0.429315,0,0,0,0,0.410557,0,0,0.472731,0,0,0.331757,0,0.38643,0,0.507426,0.315147,0,0,0,0.408238,0,0,0.429716,0,0.517078,0.484449,0.384112,0,0.459387,0,0.386939,0.338116,0.486594,0,0,0.386487,0.48359,0.421417,0.295645,0.351524,0,0.413749,0,0,0.564536,0,0
0.612802,0,0,0.526973,0.429367,0,0,0,0,0.410607,0,0,0.472789,0,0,0.331798,0,0.386477,0,0.507488,0.315185,0,0,0,0.408288,0,0,0.429768,0,0.517141,0.484508,0.384159,0,0.459443,0,0.386986,0.338158,0.486654,0,0,0.386534,0.483649,0.421469,0.295681,0.351567,0,0.4138,0,0,0.564604,0,0
0.61284,0,0,0.527006,0.429393,0,0,0,0,0.410632,0,0,0.472818,0,0,0.331818,0,0.386501,0,0.507519,0.315204,0,0,0,0.408313,0,0,0.429794,0,0.517173,0.484537,0.384182,0,0.459471,0,0.38701,0.338178,0.486683,0,0,0.386558,0.483679,0.421495,0.295699,0.351589,0,0.413825,0,0,0.564639,0,0
0.612858,0,0,0.527022,0.429407,0,0,0,0,0.410645,0,0,0.472832,0,0,0.331828,0,0.386512,0,0.507535,0.315214,0,0,0,0.408325,0,0,0.429807,0,0.517189,0.484552,0.384194,0,0.459485,0,0.387022,0.338189,0.486698,0,0,0.38657,0.483693,0.421507,0.295708,0.351599,0,0.413838,0,0,0.564656,0,0
0.612868,0,0,0.52703,0.429413,0,0,0,0,0.410651,0,0,0.472839,0,0,0.331833,0,0.386518,0,0.507542,0.315219,0,0,0,0.408331,0,0,0.429814,0,0.517196,0.48456,0.3842,0,0.459492,0,0.387028,0.338194,0.486706,0,0,0.386576,0.483701,0.421514,0.295713,0.351605,0,0.413844,0,0,0.564665,0,0
0.612872,0,0,0.527034,0.429416,0,0,0,0,0.410654,0,0,0.472843,0,0,0.331836,0,0.386521,0,0.507546,0.315221,0,0,0,0.408334,0,0,0.429817,0,0.5172,0.484563,0.384203,0,0.459495,0,0.38703,0.338196,0.486709,0,0,0.386579,0.483704,0.421517,0.295715,0.351607,0,0.413847,0,0,0.564669,0,0
0.612875,0,0,0.527036,0.429418,0,0,0,0,0.410656,0,0,0.472845,0,0,0.331837,0,0.386523,0,0.507548,0.315222,0,0,0,0.408336,0,0,0.429819,0,0.517202,0.484565,0.384204,0,0.459497,0,0.387032,0.338198,0.486711,0,0,0.38658,0.483706,0.421519,0.295716,0.351609,0,0.413849,0,0,0.564671,0,0
0.612876,0,0,0.527037,0.429419,0,0,0,0,0.410657,0,0,0.472846,0,0,0.331838,0,0.386523,0,0.507549,0.315223,0,0,0,0.408337,0,0,0.42982,0,0.517203,0.484566,0.384205,0,0.459498,0,0.387033,0.338198,0.486712,0,0,0.386581,0.483707,0.421519,0.295717,0.351609,0,0.41385,0,0,0.564672,0,0
0.612877,0,0,0.527037,0.429419,0,0,0,0,0.410657,0,0,0.472846,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408337,0,0,0.42982,0,0.517204,0.484566,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386581,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.429419,0,0,0,0,0.410657,0,0,0.472846,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408337,0,0,0.42982,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472846,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408337,0,0,0.42982,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472846,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408337,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315223,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
0.612877,0,0,0.527038,0.42942,0,0,0,0,0.410657,0,0,0.472847,0,0,0.331838,0,0.386524,0,0.50755,0.315224,0,0,0,0.408338,0,0,0.429821,0,0.517204,0.484567,0.384206,0,0.459499,0,0.387033,0.338199,0.486713,0,0,0.386582,0.483708,0.42152,0.295717,0.35161,0,0.41385,0,0,0.564673,0,0
